account_id,customer_id,account_type,opened_date,status
261,167,CURRENT,2023-11-10,ACTIVE
262,168,SAVINGS,2025-01-06,ACTIVE
263,169,CURRENT,2021-12-22,CLOSED
264,169,CURRENT,2023-08-26,ACTIVE
265,169,SAVINGS,2024-07-24,ACTIVE
266,170,SAVINGS,2021-05-31,ACTIVE
267,170,CURRENT,2025-11-09,ACTIVE
268,170,CURRENT,2025-09-16,ACTIVE
269,171,SAVINGS,2024-07-16,ACTIVE
270,171,LOAN,2023-05-26,ACTIVE
271,172,LOAN,2025-09-27,ACTIVE
272,172,CURRENT,2022-09-07,CLOSED
273,173,LOAN,2025-09-19,ACTIVE
274,174,LOAN,2026-12-04,CLOSED
275,175,LOAN,2026-12-04,ACTIVE
276,175,SAVINGS,2025-06-16,ACTIVE
277,175,LOAN,2026-12-04,ACTIVE
278,176,LOAN,2024-07-26,ACTIVE
279,177,CURRENT,2024-08-10,CLOSED
280,178,LOAN,2025-02-28,ACTIVE
281,179,CURRENT,2020-07-17,ACTIVE
282,180,SAVINGS,2024-03-17,ACTIVE
283,180,SAVINGS,2026-12-04,CLOSED
284,181,CURRENT,2025-07-19,ACTIVE
285,182,LOAN,2025-06-05,ACTIVE
286,182,LOAN,2022-09-01,CLOSED
287,183,CURRENT,2022-07-05,ACTIVE
288,183,CURRENT,2023-04-12,ACTIVE
289,184,SAVINGS,2024-07-18,ACTIVE
290,185,CURRENT,2025-06-21,ACTIVE
291,185,CURRENT,2025-04-23,ACTIVE
292,186,SAVINGS,2026-12-04,ACTIVE
293,187,SAVINGS,2021-08-13,ACTIVE
294,188,CURRENT,2023-07-02,ACTIVE
295,188,CURRENT,2023-09-16,ACTIVE
296,45670,SAVINGS,2024-10-31,ACTIVE
297,190,CURRENT,2025-10-11,ACTIVE
298,191,CURRENT,2024-12-23,ACTIVE
299,192,CURRENT,2026-12-04,ACTIVE
300,48026,CURRENT,2023-11-16,ACTIVE
301,194,CURRENT,2025-11-26,ACTIVE
302,195,SAVINGS,2024-12-08,CLOSED
303,195,SAVINGS,2023-05-17,ACTIVE
304,195,LOAN,2023-10-24,CLOSED
305,196,SAVINGS,2024-01-19,ACTIVE
306,196,LOAN,2025-02-13,CLOSED
307,197,SAVINGS,2024-02-28,ACTIVE
308,198,LOAN,2025-07-10,ACTIVE
309,198,CURRENT,2025-01-22,ACTIVE
310,45772,LOAN,2022-05-06,CLOSED
311,200,SAVINGS,2023-10-07,CLOSED
312,201,LOAN,2025-10-17,ACTIVE
313,201,CURRENT,2021-04-21,ACTIVE
314,201,CURRENT,2022-03-14,CLOSED
315,202,SAVINGS,2025-12-02,CLOSED
316,45290,CURRENT,2022-06-10,ACTIVE
317,203,CURRENT,2022-01-08,ACTIVE
318,203,SAVINGS,2024-08-06,ACTIVE
319,204,CURRENT,2025-10-27,CLOSED
320,204,SAVINGS,2024-01-17,ACTIVE
321,204,CURRENT,2022-12-18,ACTIVE
322,205,LOAN,2023-03-30,CLOSED
323,206,SAVINGS,2025-09-22,ACTIVE
324,206,LOAN,2025-08-04,ACTIVE
325,207,CURRENT,2025-11-13,ACTIVE
326,207,LOAN,2024-03-25,ACTIVE
327,208,CURRENT,2025-08-02,ACTIVE
328,209,CURRENT,2026-12-04,ACTIVE
329,210,LOAN,2025-10-18,ACTIVE
330,210,CURRENT,2025-08-20,ACTIVE
331,210,SAVINGS,2023-05-28,ACTIVE
332,211,CURRENT,2023-08-22,ACTIVE
333,212,LOAN,2021-03-21,ACTIVE
334,213,LOAN,2024-08-12,ACTIVE
335,214,CURRENT,2022-11-14,ACTIVE
336,214,SAVINGS,2024-08-18,ACTIVE
337,214,LOAN,2022-11-19,ACTIVE
338,45477,CURRENT,2024-06-20,ACTIVE
339,215,SAVINGS,2024-04-06,ACTIVE
340,215,SAVINGS,2021-07-17,ACTIVE
341,216,LOAN,2024-03-15,ACTIVE
342,49630,CURRENT,2025-01-30,CLOSED
343,217,CURRENT,2023-11-13,ACTIVE
344,218,SAVINGS,2021-08-16,ACTIVE
345,218,CURRENT,2025-07-29,CLOSED
346,218,SAVINGS,2024-06-15,ACTIVE
347,219,SAVINGS,2024-11-24,ACTIVE
348,220,LOAN,2023-10-12,ACTIVE
349,221,CURRENT,2026-12-04,ACTIVE
350,47313,SAVINGS,2024-01-02,ACTIVE
351,223,CURRENT,2022-08-23,ACTIVE
352,224,SAVINGS,2022-06-19,ACTIVE
353,225,SAVINGS,2025-03-08,ACTIVE
354,225,SAVINGS,2024-11-11,ACTIVE
355,225,LOAN,2022-11-17,ACTIVE
356,45680,CURRENT,2024-04-18,ACTIVE
357,227,CURRENT,2023-06-26,ACTIVE
358,49384,LOAN,2023-07-18,ACTIVE
359,229,SAVINGS,2025-08-20,ACTIVE
360,230,LOAN,2025-10-24,ACTIVE
361,231,LOAN,2021-08-15,CLOSED
362,232,SAVINGS,2024-11-02,ACTIVE
363,232,SAVINGS,2025-01-22,CLOSED
364,233,LOAN,2025-11-19,ACTIVE
365,234,SAVINGS,2024-09-14,CLOSED
366,46016,SAVINGS,2025-08-14,ACTIVE
367,235,SAVINGS,2022-08-27,CLOSED
368,236,CURRENT,2023-11-28,ACTIVE
369,237,CURRENT,2024-05-16,ACTIVE
370,49964,SAVINGS,2023-12-04,CLOSED
371,238,SAVINGS,2025-11-11,ACTIVE
372,238,SAVINGS,2025-10-16,ACTIVE
373,239,SAVINGS,2024-06-05,ACTIVE
374,239,SAVINGS,2024-02-09,ACTIVE
375,240,SAVINGS,2022-04-28,ACTIVE
376,241,CURRENT,2025-11-19,ACTIVE
377,241,LOAN,2023-05-14,ACTIVE
378,241,SAVINGS,2024-04-09,CLOSED
379,242,LOAN,2020-08-06,ACTIVE
380,243,LOAN,2022-01-17,ACTIVE
381,243,SAVINGS,2023-06-22,ACTIVE
382,243,LOAN,2025-06-04,ACTIVE
383,244,CURRENT,2025-06-03,ACTIVE
384,244,LOAN,2022-07-26,ACTIVE
385,245,SAVINGS,2025-09-03,ACTIVE
386,245,SAVINGS,2022-08-07,CLOSED
387,245,CURRENT,2023-04-07,ACTIVE
388,246,CURRENT,2024-09-03,ACTIVE
389,246,LOAN,2025-04-28,ACTIVE
390,246,SAVINGS,2025-07-22,ACTIVE
391,247,LOAN,2024-07-30,ACTIVE
392,248,SAVINGS,2020-08-17,ACTIVE
393,249,SAVINGS,2022-10-05,ACTIVE
394,46824,CURRENT,2024-12-29,ACTIVE
395,250,LOAN,2026-12-04,ACTIVE
396,45686,CURRENT,2022-03-09,CLOSED
397,251,SAVINGS,2024-01-04,ACTIVE
398,252,SAVINGS,2025-06-24,ACTIVE
399,252,CURRENT,2025-11-03,CLOSED
400,252,LOAN,2023-12-12,ACTIVE
401,253,SAVINGS,2026-12-04,ACTIVE
402,254,CURRENT,2026-12-04,ACTIVE
403,254,LOAN,2025-10-26,ACTIVE
404,255,LOAN,2024-12-02,ACTIVE
405,255,LOAN,2025-10-23,ACTIVE
406,255,LOAN,2023-08-18,CLOSED
407,45325,SAVINGS,2025-09-20,ACTIVE
408,256,CURRENT,2025-11-05,ACTIVE
409,257,LOAN,2024-12-25,ACTIVE
410,257,CURRENT,2025-07-21,ACTIVE
411,257,LOAN,2025-05-11,ACTIVE
412,258,SAVINGS,2025-05-11,CLOSED
413,259,SAVINGS,2025-11-18,ACTIVE
414,260,LOAN,2022-12-25,ACTIVE
415,261,CURRENT,2024-01-04,ACTIVE
416,261,SAVINGS,2024-07-28,ACTIVE
417,261,LOAN,2022-01-21,ACTIVE
418,262,LOAN,2022-09-04,ACTIVE
419,263,SAVINGS,2025-03-05,ACTIVE
420,263,SAVINGS,2025-06-08,ACTIVE
421,263,SAVINGS,2025-08-19,ACTIVE
422,47983,SAVINGS,2025-04-14,ACTIVE
423,45470,CURRENT,2025-08-17,CLOSED
424,46798,SAVINGS,2025-11-30,ACTIVE
425,266,CURRENT,2023-11-30,CLOSED
426,267,SAVINGS,2023-11-09,ACTIVE
427,268,LOAN,2025-05-30,ACTIVE
428,269,LOAN,2023-09-02,CLOSED
429,269,CURRENT,2024-07-29,ACTIVE
430,270,CURRENT,2021-12-08,ACTIVE
431,271,CURRENT,2024-10-09,ACTIVE
432,271,LOAN,2023-04-12,ACTIVE
433,271,CURRENT,2025-01-27,CLOSED
434,272,CURRENT,2025-05-23,ACTIVE
435,273,LOAN,2024-08-15,ACTIVE
436,274,CURRENT,2025-10-12,ACTIVE
437,45385,SAVINGS,2022-11-12,ACTIVE
438,275,LOAN,2024-05-22,ACTIVE
439,45314,CURRENT,2024-11-11,ACTIVE
440,275,LOAN,2026-12-04,ACTIVE
441,276,CURRENT,2025-02-22,ACTIVE
442,277,CURRENT,2025-01-23,ACTIVE
443,277,SAVINGS,2024-04-25,ACTIVE
444,277,CURRENT,2025-06-14,ACTIVE
445,278,CURRENT,2022-01-26,CLOSED
446,278,SAVINGS,2025-11-15,ACTIVE
447,279,CURRENT,2023-12-18,ACTIVE
448,279,LOAN,2025-03-04,ACTIVE
449,279,LOAN,2024-10-02,CLOSED
450,280,SAVINGS,2023-04-15,CLOSED
451,46113,CURRENT,2024-06-03,ACTIVE
452,281,SAVINGS,2025-07-23,CLOSED
453,45395,CURRENT,2025-11-17,ACTIVE
454,282,CURRENT,2023-08-02,ACTIVE
455,282,SAVINGS,2024-07-19,ACTIVE
456,282,CURRENT,2024-11-23,ACTIVE
457,283,SAVINGS,2024-11-23,ACTIVE
458,284,SAVINGS,2025-07-09,ACTIVE
459,284,SAVINGS,2025-11-04,ACTIVE
460,284,CURRENT,2025-10-08,ACTIVE
461,285,CURRENT,2025-06-25,ACTIVE
462,285,SAVINGS,2024-09-03,ACTIVE
463,285,SAVINGS,2024-09-09,ACTIVE
464,286,LOAN,2025-06-18,ACTIVE
465,287,CURRENT,2025-09-03,ACTIVE
466,287,CURRENT,2023-08-08,ACTIVE
467,287,SAVINGS,2024-10-10,CLOSED
468,288,CURRENT,2021-07-12,ACTIVE
469,289,CURRENT,2025-12-01,ACTIVE
470,290,CURRENT,2024-02-19,ACTIVE
471,45453,LOAN,2024-10-18,ACTIVE
472,291,LOAN,2025-11-22,CLOSED
473,291,SAVINGS,2024-07-27,ACTIVE
474,292,LOAN,2025-05-08,ACTIVE
475,293,SAVINGS,2023-06-01,ACTIVE
476,294,SAVINGS,2024-08-20,ACTIVE
477,295,CURRENT,2025-03-06,ACTIVE
478,295,LOAN,2025-03-21,ACTIVE
479,296,SAVINGS,2025-10-02,ACTIVE
480,297,CURRENT,2025-06-20,ACTIVE
481,297,SAVINGS,2024-08-23,ACTIVE
482,297,SAVINGS,2022-09-10,ACTIVE
483,298,CURRENT,2024-11-03,ACTIVE
484,299,SAVINGS,2023-04-29,ACTIVE
485,299,LOAN,2024-12-20,ACTIVE
486,299,CURRENT,2023-01-18,ACTIVE
487,300,LOAN,2024-03-08,ACTIVE
488,300,LOAN,2022-12-25,ACTIVE
489,301,CURRENT,2026-12-04,ACTIVE
490,302,LOAN,2025-09-26,ACTIVE
491,49767,SAVINGS,2024-02-20,CLOSED
492,302,SAVINGS,2024-10-27,CLOSED
493,303,LOAN,2022-03-08,ACTIVE
494,304,CURRENT,2024-07-28,ACTIVE
495,304,SAVINGS,2023-05-29,ACTIVE
496,305,LOAN,2024-02-03,CLOSED
497,45427,CURRENT,2023-12-24,ACTIVE
498,307,CURRENT,2024-04-02,CLOSED
499,307,CURRENT,2021-10-04,ACTIVE
500,45543,SAVINGS,2023-03-17,ACTIVE
501,308,CURRENT,2024-09-26,ACTIVE
502,309,SAVINGS,2025-07-22,CLOSED
503,309,SAVINGS,2026-12-04,ACTIVE
504,310,SAVINGS,2021-09-23,ACTIVE
505,311,SAVINGS,2025-04-23,CLOSED
506,312,SAVINGS,2025-07-26,ACTIVE
507,313,CURRENT,2024-07-14,ACTIVE
508,313,CURRENT,2024-07-16,ACTIVE
509,314,SAVINGS,2025-02-27,ACTIVE
510,314,SAVINGS,2025-08-16,ACTIVE
511,314,CURRENT,2024-12-28,ACTIVE
512,315,LOAN,2025-10-09,ACTIVE
513,316,LOAN,2025-11-12,CLOSED
514,317,CURRENT,2025-10-12,ACTIVE
515,317,CURRENT,2025-03-05,ACTIVE
516,317,SAVINGS,2026-12-04,ACTIVE
517,318,LOAN,2025-05-05,ACTIVE
518,318,SAVINGS,2025-11-27,ACTIVE
519,319,LOAN,2025-09-16,ACTIVE
520,320,LOAN,2025-08-24,ACTIVE
521,321,SAVINGS,2024-07-08,CLOSED
522,45849,SAVINGS,2025-05-24,CLOSED
523,323,LOAN,2023-02-07,ACTIVE
524,324,LOAN,2023-07-09,ACTIVE
525,324,LOAN,2025-03-31,ACTIVE
526,325,CURRENT,2022-10-25,ACTIVE
527,326,LOAN,2022-05-28,ACTIVE
528,327,LOAN,2025-05-14,ACTIVE
529,328,SAVINGS,2024-01-16,ACTIVE
530,329,SAVINGS,2023-08-26,ACTIVE
531,329,CURRENT,2025-03-27,ACTIVE
532,330,SAVINGS,2025-05-08,CLOSED
533,330,CURRENT,2021-11-20,ACTIVE
534,330,LOAN,2022-12-05,CLOSED
535,331,SAVINGS,2023-09-29,ACTIVE
536,332,LOAN,2024-10-06,ACTIVE
537,333,SAVINGS,2023-05-05,ACTIVE
538,334,CURRENT,2024-01-26,CLOSED
539,335,SAVINGS,2025-09-07,ACTIVE
540,336,SAVINGS,2022-09-09,ACTIVE
541,336,SAVINGS,2024-09-04,CLOSED
542,337,LOAN,2024-07-20,ACTIVE
543,337,SAVINGS,2026-12-04,ACTIVE
544,337,CURRENT,2023-10-14,ACTIVE
545,338,SAVINGS,2022-11-30,ACTIVE
546,338,LOAN,2025-10-24,ACTIVE
547,339,CURRENT,2026-12-04,CLOSED
548,340,SAVINGS,2023-03-24,ACTIVE
549,49722,LOAN,2021-06-09,ACTIVE
550,341,SAVINGS,2026-12-04,ACTIVE
551,341,LOAN,2025-05-22,ACTIVE
552,341,LOAN,2021-02-11,ACTIVE
553,342,CURRENT,2024-08-12,ACTIVE
554,45332,SAVINGS,2025-04-21,ACTIVE
555,343,CURRENT,2025-07-08,ACTIVE
556,344,SAVINGS,2023-03-07,CLOSED
557,345,CURRENT,2024-12-18,ACTIVE
558,346,CURRENT,2025-06-30,ACTIVE
559,347,CURRENT,2024-11-07,ACTIVE
560,347,LOAN,2024-01-20,ACTIVE
561,347,SAVINGS,2025-06-22,ACTIVE
562,46865,CURRENT,2024-08-29,ACTIVE
563,47340,LOAN,2024-09-26,ACTIVE
564,350,CURRENT,2025-05-08,ACTIVE
565,351,SAVINGS,2022-12-29,ACTIVE
566,351,CURRENT,2024-12-11,ACTIVE
567,352,CURRENT,2023-12-25,ACTIVE
568,353,SAVINGS,2025-09-26,ACTIVE
569,353,SAVINGS,2024-09-06,ACTIVE
570,354,LOAN,2023-04-16,ACTIVE
571,47394,SAVINGS,2023-05-09,ACTIVE
572,46400,CURRENT,2024-06-04,ACTIVE
573,356,SAVINGS,2023-06-29,ACTIVE
574,49382,SAVINGS,2024-07-17,ACTIVE
575,357,CURRENT,2022-11-04,ACTIVE
576,358,SAVINGS,2023-08-10,ACTIVE
577,46021,LOAN,2023-04-09,ACTIVE
578,360,LOAN,2024-06-08,ACTIVE
579,360,LOAN,2024-07-16,ACTIVE
580,361,CURRENT,2025-10-21,ACTIVE
581,362,CURRENT,2025-06-29,ACTIVE
